,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
S_o_Amer.commodity_area_harvested_data,8902201,8112783,8922727,9479112,8742991,9385783,10044014,10136052,10116037,10962172,11600717,10125680,11083740,10691710,9921103,9675079,10001350,10085647,9677015,8159011,9778609,10008209,9579104,9697379,9504960,9169375,8936603,8355866,7177003,6862719,7540626,7718032,7707621,7372397,7436211,7601783,8720255,7961403,7467203,8421834,8208263,7430958,7570776,7683871,7871613,8131886,8896927,9791817,8145586,9427372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,6108472,5394188,7231433,7852609,6289351,6790556,7128514,7483205,6814427,5145131,5735862,6211536,5104634,5578324,6749990,8350135,5407438,5948175,6095305,6188975,7067510,8354642,8057487,6979713,6492626,6113088,6079967,5953804,6613949,7042908,5654342,5370093,5911525,6282549,6002011,8334644,6976377,6607258,7237158,7466331,8022078,7276781,6931189,7365066,6196815,6770469,7002803,5818033,5049705,5994329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,737199,827891,761802,907634,973989,985525,942556,912733,919040,981356,923881,879294,942088,1079847,1183102,1104049,1216109,1247367,1310425,1285328,1395914,1489632,1295424,1467592,1432691,1350598,1485235,1519054,1624293,1568941,1538153,1673871,1730156,1846239,1926216,1943668,1898349,1908789,2207092,1987240,1945364,1853956,1952397,2134146,2111158,2048324,2023676,2169530,2474221,2380499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2815254,3339292,3090302,3050286,3243740,3128732,3140601,2672118,2987036,3246819,3326907,2906658,3088398,3133296,3113804,3444074,3877429,5558949,5485107,6441875,5100173,5800676,6352956,7116376,7857217,8682687,7898942,9098068,8979223,10484125,9539454,9792023,9133333,9981491,11217370,11717712,12125080,13356979,15439464,15166219,15540033,16788058,18165707,20320614,20574775,22048466,23531631,24193786,24453663,25858728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,774677,768108,832946,880591,911388,852176,783887,799207,788237,812278,847387,903510,932423,993095,1000665,1092341,1124564,1077281,1063320,1041259,1072838,1036284,1035560,1091263,1115173,1160588,1156585,1113254,1025628,1065887,1100124,1108619,1114200,1123160,1187754,1201424,1185349,1239327,1165661,1199759,1217573,1221827,1246584,1235163,1254083,1275163,1338116,1345624,1378835,1176581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA.commodity_area_harvested_data,43703009,42486265,43574374,40405828,39914049,40611162,41769327,40282710,39650391,41164782,44066370,38802366,42058131,41119885,43124416,43721288,44644372,43542746,42250122,41741731,43900166,43610539,33247100,43988982,45934500,41835900,35896404,33269450,37539000,36869190,37857042,39470829,33973159,37933845,34116370,38590946,37388155,36653465,35612670,36105268,34483561,33987041,35390047,35469678,35422171,33026036,40411467,37453245,36758099,36984220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,20870000,17680000,18415000,20138000,20056000,20077400,23614300,22162300,19079000,17629500,19297200,19142600,21912600,26453100,28124800,28702700,26986500,22863000,25274500,28783600,32635000,31540300,24843300,27085000,26184000,24559000,22646000,21525000,25167000,27965000,23392000,25398800,25378900,24997000,24685000,25414000,25414000,23878000,21781000,21474100,19616500,18544500,21474100,20222000,20276600,18939500,20638800,22540800,20191200,19278200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,643000,717000,717000,723000,725470,796086,797260,952374,861321,734373,735668,735668,878237,1024250,1140390,1003610,910150,1201930,1161060,1340300,1534580,1320100,877750,1134000,1008500,955000,944100,1173600,1087000,1142400,1125400,1267500,1146500,1341950,1251700,1134750,1255750,1318080,1421270,1229850,1341140,1297840,1212860,1345590,1361380,1141630,1112090,1204360,1255750,1462950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,12735636,13143496,13732402,14385266,15828249,16620570,17722132,18379335,18576768,19043418,18788441,20009323,24252826,22425367,23520671,21486462,25517690,27904053,31756522,29854460,29230140,30913920,27405000,29181530,27006710,25390370,24789217,24882850,25650560,24589750,25681820,25330460,25173750,26971200,27235420,27519860,30141833,31252485,32014215,31843486,32065736,31704940,31565078,31836810,31485360,32221109,27970954,32459956,32690750,33020464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,620500,639360,738338,841265,751488,722880,713677,828705,849247,789493,805313,821702,792565,787791,926960,901546,799500,814600,749650,777867,802688,715650,737930,746070,757800,804300,840100,868500,868700,878700,924200,945600,954200,963100,952000,895260,947100,970350,1020060,973400,918201,964742,947015,908490,876074,890844,860532,757782,818449,822820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
