Year,maize,Wheat,Rice,Ceral NEC,Oil,Sugar,forage yield,fiber_yield,other_yield,Potential_VFN_yield,Predicted maize,Predicted Wheat,Predicted Rice,Predicted Ceral NEC,Predicted Oil,Predicted Sugar,Predicted forage yield,Predicted fiber_yield,Predicted other_yield,Predicted Potential_VFN_yield
1990,0.0027,0.00255,0.00351,0.00173,0.00195,0.0525,0.017,0.00156,0.00106,0.00732,0.0028179592,0.0023081888,0.0033499949,0.001570599,0.0020481837,0.0529506633,0.0156087755,0.0014922204,0.0011177622,0.0076631224
1991,0.00287,0.00247,0.00351,0.00158,0.00195,0.0517,0.0162,0.00165,0.00109,0.00718,0.0028700816,0.0023503163,0.003401749,0.0015858045,0.0020850857,0.0535456939,0.0156803265,0.0015175992,0.0011328861,0.0077419918
1992,0.00272,0.00253,0.00356,0.00161,0.00198,0.0521,0.0151,0.00146,0.00113,0.00746,0.0029222041,0.0023924439,0.0034535031,0.00160101,0.0021219878,0.0541407245,0.0157518776,0.001542978,0.00114801,0.0078208612
1993,0.00297,0.00253,0.0036,0.00164,0.00207,0.0513,0.0158,0.00152,0.00115,0.00776,0.0029743265,0.0024345714,0.0035052571,0.0016162155,0.0021588898,0.0547357551,0.0158234286,0.0015683567,0.0011631339,0.0078997306
1994,0.00288,0.00244,0.00363,0.00157,0.0021,0.0521,0.0155,0.00156,0.00114,0.00757,0.003026449,0.002476699,0.0035570112,0.001631421,0.0021957918,0.0553307857,0.0158949796,0.0015937355,0.0011782578,0.0079786
1995,0.003,0.00252,0.00364,0.00152,0.00215,0.0541,0.0138,0.00161,0.00114,0.00772,0.0030785714,0.0025188265,0.0036087653,0.0016466265,0.0022326939,0.0559258163,0.0159665306,0.0016191143,0.0011933816,0.0080574694
1996,0.00321,0.0026,0.00376,0.00167,0.00224,0.0547,0.0143,0.00154,0.0012,0.00805,0.0031306939,0.0025609541,0.0036605194,0.001661832,0.0022695959,0.0565208469,0.0160380816,0.0016444931,0.0012085055,0.0081363388
1997,0.00315,0.00272,0.00379,0.00169,0.0023,0.0574,0.0149,0.00156,0.00122,0.00807,0.0031828163,0.0026030816,0.0037122735,0.0016770376,0.002306498,0.0571158776,0.0161096327,0.0016698718,0.0012236294,0.0082152082
1998,0.00336,0.00267,0.0038,0.00167,0.00228,0.0586,0.0147,0.00153,0.00123,0.00806,0.0032349388,0.0026452092,0.0037640276,0.0016922431,0.0023434,0.0577109082,0.0161811837,0.0016952506,0.0012387533,0.0082940776
1999,0.00338,0.00274,0.00387,0.00163,0.00235,0.0595,0.0152,0.00161,0.00128,0.00841,0.0032870612,0.0026873367,0.0038157816,0.0017074486,0.002380302,0.0583059388,0.0162527347,0.0017206294,0.0012538771,0.0083729469
2000,0.00316,0.00271,0.00387,0.00164,0.00241,0.0586,0.015,0.00165,0.00125,0.00876,0.0033391837,0.0027294643,0.0038675357,0.0017226541,0.0024172041,0.0589009694,0.0163242857,0.0017460082,0.001269001,0.0084518163
2001,0.00341,0.00275,0.00391,0.00175,0.00256,0.0578,0.0153,0.00169,0.00128,0.00875,0.0033913061,0.0027715918,0.0039192898,0.0017378596,0.0024541061,0.059496,0.0163958367,0.0017713869,0.0012841249,0.0085306857
2002,0.00345,0.00272,0.00382,0.00171,0.0026,0.0599,0.0151,0.00174,0.00133,0.00874,0.0034434286,0.0028137194,0.0039710439,0.0017530651,0.0024910082,0.0600910306,0.0164673878,0.0017967657,0.0012992488,0.0086095551
2003,0.00335,0.00267,0.00391,0.00171,0.00268,0.0606,0.0149,0.00174,0.00133,0.00882,0.003495551,0.0028558469,0.004022798,0.0017682706,0.0025279102,0.0606860612,0.0165389388,0.0018221445,0.0013143727,0.0086884245
2004,0.00364,0.00292,0.004,0.00184,0.00265,0.0615,0.0159,0.00194,0.00136,0.00909,0.0035476735,0.0028979745,0.004074552,0.0017834761,0.0025648122,0.0612810918,0.0166104898,0.0018475233,0.0013294965,0.0087672939
2005,0.00368,0.00286,0.00406,0.00169,0.00275,0.062,0.0158,0.00195,0.00135,0.00907,0.0035997959,0.002940102,0.0041263061,0.0017986816,0.0026017143,0.0618761224,0.0166820408,0.001872902,0.0013446204,0.0088461633
2006,0.00365,0.00287,0.00409,0.00169,0.00283,0.0634,0.0158,0.00201,0.00143,0.00906,0.0036519184,0.0029822296,0.0041780602,0.0018138871,0.0026386163,0.0624711531,0.0167535918,0.0018982808,0.0013597443,0.0089250327
2007,0.00369,0.00284,0.00418,0.00171,0.0029,0.0661,0.0159,0.00213,0.00144,0.00904,0.0037040408,0.0030243571,0.0042298143,0.0018290927,0.0026755184,0.0630661837,0.0168251429,0.0019236596,0.0013748682,0.009003902
2008,0.00401,0.00307,0.00428,0.00187,0.00294,0.0684,0.0158,0.00209,0.00147,0.00935,0.0037561633,0.0030664847,0.0042815684,0.0018442982,0.0027124204,0.0636612143,0.0168966939,0.0019490384,0.001389992,0.0090827714
2009,0.0038,0.00303,0.00418,0.00187,0.00282,0.0679,0.0168,0.00205,0.00148,0.00942,0.0038082857,0.0031086122,0.0043333224,0.0018595037,0.0027493224,0.0642562449,0.0169682449,0.0019744171,0.0014051159,0.0091616408
2010,,,,,,,,,,,0.0038604082,0.0031507398,0.0043850765,0.0018747092,0.0027862245,0.0648512755,0.0170397959,0.0019997959,0.0014202398,0.0092405102
2011,,,,,,,,,,,0.0039125306,0.0031928673,0.0044368306,0.0018899147,0.0028231265,0.0654463061,0.0171113469,0.0020251747,0.0014353637,0.0093193796
2012,,,,,,,,,,,0.0039646531,0.0032349949,0.0044885847,0.0019051202,0.0028600286,0.0660413367,0.017182898,0.0020505535,0.0014504876,0.009398249
2013,,,,,,,,,,,0.0040167755,0.0032771224,0.0045403388,0.0019203257,0.0028969306,0.0666363673,0.017254449,0.0020759322,0.0014656114,0.0094771184
2014,,,,,,,,,,,0.004068898,0.00331925,0.0045920929,0.0019355312,0.0029338327,0.067231398,0.017326,0.002101311,0.0014807353,0.0095559878
2015,,,,,,,,,,,0.0041210204,0.0033613776,0.0046438469,0.0019507367,0.0029707347,0.0678264286,0.017397551,0.0021266898,0.0014958592,0.0096348571
2016,,,,,,,,,,,0.0041731429,0.0034035051,0.004695601,0.0019659422,0.0030076367,0.0684214592,0.017469102,0.0021520686,0.0015109831,0.0097137265
2017,,,,,,,,,,,0.0042252653,0.0034456327,0.0047473551,0.0019811478,0.0030445388,0.0690164898,0.0175406531,0.0021774473,0.0015261069,0.0097925959
2018,,,,,,,,,,,0.0042773878,0.0034877602,0.0047991092,0.0019963533,0.0030814408,0.0696115204,0.0176122041,0.0022028261,0.0015412308,0.0098714653
2019,,,,,,,,,,,0.0043295102,0.0035298878,0.0048508633,0.0020115588,0.0031183429,0.070206551,0.0176837551,0.0022282049,0.0015563547,0.0099503347
2020,,,,,,,,,,,0.0043816327,0.0035720153,0.0049026173,0.0020267643,0.0031552449,0.0708015816,0.0177553061,0.0022535837,0.0015714786,0.0100292041
2021,,,,,,,,,,,0.0044337551,0.0036141429,0.0049543714,0.0020419698,0.0031921469,0.0713966122,0.0178268571,0.0022789624,0.0015866024,0.0101080735
2022,,,,,,,,,,,0.0044858776,0.0036562704,0.0050061255,0.0020571753,0.003229049,0.0719916429,0.0178984082,0.0023043412,0.0016017263,0.0101869429
2023,,,,,,,,,,,0.004538,0.003698398,0.0050578796,0.0020723808,0.003265951,0.0725866735,0.0179699592,0.00232972,0.0016168502,0.0102658122
2024,,,,,,,,,,,0.0045901224,0.0037405255,0.0051096337,0.0020875863,0.0033028531,0.0731817041,0.0180415102,0.0023550988,0.0016319741,0.0103446816
2025,,,,,,,,,,,0.0046422449,0.0037826531,0.0051613878,0.0021027918,0.0033397551,0.0737767347,0.0181130612,0.0023804776,0.001647098,0.010423551
2026,,,,,,,,,,,0.0046943673,0.0038247806,0.0052131418,0.0021179973,0.0033766571,0.0743717653,0.0181846122,0.0024058563,0.0016622218,0.0105024204
2027,,,,,,,,,,,0.0047464898,0.0038669082,0.0052648959,0.0021332029,0.0034135592,0.0749667959,0.0182561633,0.0024312351,0.0016773457,0.0105812898
2028,,,,,,,,,,,0.0047986122,0.0039090357,0.00531665,0.0021484084,0.0034504612,0.0755618265,0.0183277143,0.0024566139,0.0016924696,0.0106601592
2029,,,,,,,,,,,0.0048507347,0.0039511633,0.0053684041,0.0021636139,0.0034873633,0.0761568571,0.0183992653,0.0024819927,0.0017075935,0.0107390286
2030,,,,,,,,,,,0.0049028571,0.0039932908,0.0054201582,0.0021788194,0.0035242653,0.0767518878,0.0184708163,0.0025073714,0.0017227173,0.010817898
2031,,,,,,,,,,,0.0049549796,0.0040354184,0.0054719122,0.0021940249,0.0035611673,0.0773469184,0.0185423673,0.0025327502,0.0017378412,0.0108967673
2032,,,,,,,,,,,0.005007102,0.0040775459,0.0055236663,0.0022092304,0.0035980694,0.077941949,0.0186139184,0.002558129,0.0017529651,0.0109756367
2033,,,,,,,,,,,0.0050592245,0.0041196735,0.0055754204,0.0022244359,0.0036349714,0.0785369796,0.0186854694,0.0025835078,0.001768089,0.0110545061
2034,,,,,,,,,,,0.0051113469,0.004161801,0.0056271745,0.0022396414,0.0036718735,0.0791320102,0.0187570204,0.0026088865,0.0017832129,0.0111333755
2035,,,,,,,,,,,0.0051634694,0.0042039286,0.0056789286,0.0022548469,0.0037087755,0.0797270408,0.0188285714,0.0026342653,0.0017983367,0.0112122449
2036,,,,,,,,,,,0.0052155918,0.0042460561,0.0057306827,0.0022700524,0.0037456776,0.0803220714,0.0189001224,0.0026596441,0.0018134606,0.0112911143
2037,,,,,,,,,,,0.0052677143,0.0042881837,0.0057824367,0.002285258,0.0037825796,0.080917102,0.0189716735,0.0026850229,0.0018285845,0.0113699837
2038,,,,,,,,,,,0.0053198367,0.0043303112,0.0058341908,0.0023004635,0.0038194816,0.0815121327,0.0190432245,0.0027104016,0.0018437084,0.0114488531
2039,,,,,,,,,,,0.0053719592,0.0043724388,0.0058859449,0.002315669,0.0038563837,0.0821071633,0.0191147755,0.0027357804,0.0018588322,0.0115277224
2040,,,,,,,,,,,0.0054240816,0.0044145663,0.005937699,0.0023308745,0.0038932857,0.0827021939,0.0191863265,0.0027611592,0.0018739561,0.0116065918
2041,,,,,,,,,,,0.0054762041,0.0044566939,0.0059894531,0.00234608,0.0039301878,0.0832972245,0.0192578776,0.002786538,0.00188908,0.0116854612
2042,,,,,,,,,,,0.0055283265,0.0044988214,0.0060412071,0.0023612855,0.0039670898,0.0838922551,0.0193294286,0.0028119167,0.0019042039,0.0117643306
2043,,,,,,,,,,,0.005580449,0.004540949,0.0060929612,0.002376491,0.0040039918,0.0844872857,0.0194009796,0.0028372955,0.0019193278,0.0118432
2044,,,,,,,,,,,0.0056325714,0.0045830765,0.0061447153,0.0023916965,0.0040408939,0.0850823163,0.0194725306,0.0028626743,0.0019344516,0.0119220694
2045,,,,,,,,,,,0.0056846939,0.0046252041,0.0061964694,0.002406902,0.0040777959,0.0856773469,0.0195440816,0.0028880531,0.0019495755,0.0120009388
2046,,,,,,,,,,,0.0057368163,0.0046673316,0.0062482235,0.0024221076,0.004114698,0.0862723776,0.0196156327,0.0029134318,0.0019646994,0.0120798082
2047,,,,,,,,,,,0.0057889388,0.0047094592,0.0062999776,0.0024373131,0.0041516,0.0868674082,0.0196871837,0.0029388106,0.0019798233,0.0121586776
2048,,,,,,,,,,,0.0058410612,0.0047515867,0.0063517316,0.0024525186,0.004188502,0.0874624388,0.0197587347,0.0029641894,0.0019949471,0.0122375469
2049,,,,,,,,,,,0.0058931837,0.0047937143,0.0064034857,0.0024677241,0.0042254041,0.0880574694,0.0198302857,0.0029895682,0.002010071,0.0123164163
2050,,,,,,,,,,,0.0059453061,0.0048358418,0.0064552398,0.0024829296,0.0042623061,0.0886525,0.0199018367,0.0030149469,0.0020251949,0.0123952857
